"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","sampleID","cnSampleID","cnSampleCode","analysisDate","sampleType","d15N","d13C","cnIsotopeQF","isotopeAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF"
"f2781d1c-dbb2-497c-8274-8fc4b4f565ce","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","2018-04-26T14:36Z","xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO0A4PDvYAfc4=","xIqeKa1cF5yMBPJoNJKIaUGw4L/FPEbO6tERvFbHftQ=","A00000005831","2018-09-11","vegetation",6.3,-28.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"98159ac5-f38a-4c24-ad30-f293cb58e01a","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","2018-04-26T14:55Z","xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyRbC9EIJng0k=","xIqeKa1cF5yM8COs61ByxNYWb0J8TMOyAVYHJihFYz8=","A00000005826","2018-09-11","vegetation",5.7,-30.4,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"53431755-51b4-4267-a333-8835201c95d7","GUAN_001.basePlot.cfc","D04","GUAN","GUAN_001","distributed","2018-04-26T15:30Z","xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCvxEJCgkEmyU=","xIqeKa1cF5wJTjPuLW4femBGd/9YfzRCA06v7k0TxCc=","A00000005824","2018-09-11","vegetation",7,-30.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"6e84b4c7-24c8-458a-a124-f689d739121e","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","2018-04-27T11:05Z","xIqeKa1cF5yb+I75mt2ilJpUZuriRhi37u+QQdnREpA=","xIqeKa1cF5yb+I75mt2ilJpUZuriRhi3Y5tFT3cx7Ak=","A00000005857","2018-09-10","vegetation",6.9,-30.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"4a51038d-303a-4b74-8240-4d84866b060b","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","2018-04-27T11:35Z","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNdLQiTUufHxM=","A00000005854","2018-09-10","vegetation",4,-28.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b3f57c97-53c4-4e81-91fc-c4193631c44b","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","2018-04-27T11:35Z","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNRxwk/ZU9M4U=","xIqeKa1cF5wOaaZ/OOUvWCI8jnf7NEuNdLQiTUufHxM=","A00000005854","2018-09-10","vegetation",4,-28.9,"0","0",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"86611822-9409-41a6-be10-2ffc68911057","GUAN_007.basePlot.cfc","D04","GUAN","GUAN_007","distributed","2018-04-27T11:59Z","xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXBaRIowYiH6k=","xIqeKa1cF5xYBHSYE3LGXLFnC5oSjTgXi4S9wdDG5Nk=","A00000005858","2018-09-10","vegetation",5.4,-29.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"d868a48b-c845-4e02-9c8a-037a793b6163","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","2018-04-27T13:14Z","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmBlmQHM/GjOGU=","xIqeKa1cF5wMpbmu91XFc/mrtqEJApmB0+IL7jKJcj0=","A00000005849","2018-09-11","vegetation",8.4,-26.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"232ce707-4e5b-44f9-afd9-f66f4a44a198","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","2018-04-27T13:33Z","xIqeKa1cF5w1nHnXZJaXrn135RaJdyucJQgfIA9El9U=","xIqeKa1cF5w1nHnXZJaXrn135RaJdyuc+Bws1VgwB5s=","A00000005843","2018-09-11","vegetation",4.3,-26.9,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"c6274d30-83e8-43a4-a508-1e6134cbeaf6","GUAN_003.basePlot.cfc","D04","GUAN","GUAN_003","distributed","2018-04-27T13:54Z","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNVO1lR8omq1I=","xIqeKa1cF5weKfpi9CqzYMUGsdfG7nKNhOa+mr0Zl+M=","A00000005846","2018-09-11","vegetation",5.7,-27.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"62a27c43-5106-4b6d-9652-781642a910c0","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","2018-04-27T14:35Z","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtgx/WU/6i1rs=","xIqeKa1cF5yy3FEvmSzvteL3U2sAWACtIc2oey6C8kA=","A00000005865","2018-09-10","vegetation",1.2,-28.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"3d2544d5-567f-4b57-82aa-838360bc5073","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","2018-04-27T15:45Z","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSepDQ3YzWlhM=","xIqeKa1cF5zcau0VmPRQXPuFKSKQ/7zSKWHELzVpwpY=","A00000005863","2018-09-10","vegetation",3.1,-28.7,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"c087780f-e0fd-4af6-90b8-1d4bf94da464","GUAN_010.basePlot.cfc","D04","GUAN","GUAN_010","distributed","2018-04-27T16:25Z","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++22Q/7SyuYY8=","xIqeKa1cF5wAo17OwNYBtNHgEEz1FU++gmUvZPnUaho=","A00000005868","2018-09-10","vegetation",-0.1,-28.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"c20ea7a1-df9e-4861-8c3f-65934a2037a5","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","2018-04-30T13:50Z","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOm5Vt7VnUc3U=","A00000007008","2018-09-10","vegetation",5,-25.6,"0","0",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"31a0f9ef-f9af-4af4-9b23-f238744974cf","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","2018-04-30T13:50Z","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMO3mZRrAKh4M8=","xIqeKa1cF5zMiEhz4bR3oz9ljkt4PGMOm5Vt7VnUc3U=","A00000007008","2018-09-10","vegetation",5,-25.7,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"ad898e0c-fed9-4844-bcde-e08d01fa4882","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","2018-04-30T14:19Z","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSNtAyxvjB+f4=","xIqeKa1cF5xOrWWSAns41AVTeBtlBodSTrOUidCr8EE=","A00000007005","2018-09-10","vegetation",6.5,-29.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"33bc76b7-2317-451b-b4c3-027c60f1263e","GUAN_049.basePlot.cfc","D04","GUAN","GUAN_049","tower","2018-04-30T14:23Z","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLw3BIuZQv+7Y=","xIqeKa1cF5zhhM9cvDjkYJeFKDT+A8JLEekF1JOCYVs=","A00000005907","2018-09-10","vegetation",4.4,-28.2,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"dc9c2191-b1ec-48d5-8bfc-362d472f4e7e","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","2018-05-01T15:14Z","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykwpYvE/olIbg=","xIqeKa1cF5wQKeCfvLWXTiz29J8MM1ykMw3z6LtmLWU=","A00000007011","2018-09-10","vegetation",6.3,-28.4,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"745620a0-86e5-4327-b34e-e3f754e19c2a","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","2018-05-01T15:20Z","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMyxQLlZRKnNMA=","xIqeKa1cF5wb8aZre4hFDZNYcieXCGMynst2tNfEvI4=","A00000005896","2018-09-10","vegetation",4.1,-26.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b34726e6-3a9e-4f41-9824-d2a5f8f87cfe","GUAN_048.basePlot.cfc","D04","GUAN","GUAN_048","tower","2018-05-01T16:08Z","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVdYI2krS+BFw=","xIqeKa1cF5wwbgR6i65FNY7hsCdnLiRVP+lwDZLPXF8=","A00000005900","2018-09-10","vegetation",5,-28.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"4304fea7-1abc-4ac2-bf39-1b7ac53f7233","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","2018-05-02T12:08Z","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACWg8RbYWNFok=","xIqeKa1cF5x6PcWF6xZTvEpNJ3mJhEACJ4roAWicT04=","A00000005869","2018-09-10","vegetation",4.1,-27.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"0080108e-5b92-4dbd-bbb2-3a04f1dcee90","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","2018-05-02T12:25Z","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9YGACYUvroDA=","xIqeKa1cF5yPeCgRPNNu6TFE94uI0Tf9zNELmSzCRtg=","A00000005872","2018-09-10","vegetation",7.5,-28.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"60935515-52cb-4d1a-95c5-e492238b49ee","GUAN_005.basePlot.cfc","D04","GUAN","GUAN_005","distributed","2018-05-02T12:57Z","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWoKdFND3pnKw=","xIqeKa1cF5x6PcWF6xZTvNKt/EhEiAWWeKPbmMpsf+A=","A00000005904","2018-09-10","vegetation",3.5,-28,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"530aba5f-ce78-415a-a661-f45d4e8639f6","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","2018-05-02T13:49Z","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZ7pL+xCNZ2cM=","xIqeKa1cF5wjN81kTMTliYHZpx4L5DaZcxbwL++F/qw=","A00000005878","2018-09-10","vegetation",2.1,-26.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"068b35eb-bca5-41dc-b3cc-0990cc1ec328","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","2018-05-02T13:58Z","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+bhbTP1Jbu7o=","xIqeKa1cF5yy0iCHo68yjXG2NRybj3d+XsG9hBUyro0=","A00000005884","2018-09-10","vegetation",5.1,-27.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"99cbb297-b749-488f-ba47-909a703abd0a","GUAN_006.basePlot.cfc","D04","GUAN","GUAN_006","distributed","2018-05-02T14:04Z","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34bZUTYzRerIvQ=","xIqeKa1cF5yd5Y4jHTwwj3GtypZci34b4Jn+NF65+oU=","A00000005881","2018-09-10","vegetation",3.6,-29.2,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"339bcd16-4500-41f1-a61b-b538c535616d","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","2018-05-02T15:54Z","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKo/3jPW7xmlE=","xIqeKa1cF5yFM43w6tf90BBTZuyu3mkKvUJzbnQrTDM=","A00000005887","2018-09-10","vegetation",1.7,-26.9,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"73713c76-1950-4841-aa1e-d5caa6669e34","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","2018-05-02T16:26Z","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPhFkhQo8lUOA=","xIqeKa1cF5zndmx1vcsWkkLyDyi82MtPKlHRa9hFzxA=","A00000005890","2018-09-10","vegetation",5.8,-28.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b5572475-27e1-41c5-84ad-0946cebb983e","GUAN_009.basePlot.cfc","D04","GUAN","GUAN_009","distributed","2018-05-02T16:52Z","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZ1iaHOWDU3LI=","xIqeKa1cF5wASyZIQOWF2wuDYyZSHwAZEdw30j+pOXU=","A00000005893","2018-09-10","vegetation",2.9,-28.9,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta V with Finnigan Conflo IV Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"d4071771-6f55-4712-8157-c01a5b0193ec","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","2017-08-23T13:15Z","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDd+RNR5CtzZY=","VIe0/2w3fNc48IHSI8KhsfkrpuHvgjCDqcZLNdLoWvY=",NA,"2018-03-22","vegetation",-1.3,-30.4,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"6ff9490a-0794-4550-9813-960478931bb9","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","2017-08-23T14:46Z","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlH3Rj4eVGgvc=","VIe0/2w3fNdxYrN/WhkT+uRLGtZdIuPlc6t4CV/gW8U=",NA,"2018-03-22","vegetation",-1.7,-30.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"a9d49c1e-bd1a-4c0e-a96b-b55095cacaf0","STEI_009.basePlot.cfc","D05","STEI","STEI_009","distributed","2017-08-23T15:20Z","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZeUmxfA7e+TI=","VIe0/2w3fNd+AFr8nHrB6sAugOdzx6mZlgYIWkO/8EU=",NA,"2018-03-22","vegetation",-1.9,-27.7,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"c78d69aa-6b0b-4055-b26d-b6b58f5be821","STEI_005.basePlot.cfc","D05","STEI","STEI_005","distributed","2017-08-23T16:13Z","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4+6lBdLENy0w=","VIe0/2w3fNeW/5B6HKxT9OlxqXavDkE4DZy1QrRdhjM=",NA,"2018-03-22","vegetation",-2.1,-28.1,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"deab3fb1-1077-4589-9d11-4fb2704af670","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","2017-08-23T18:37Z","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sTDhQYQBiRn0=","VIe0/2w3fNftqIpFKLlZ7OyxLztnbW5sAXsCzpiQfgw=",NA,"2018-03-22","vegetation",-0.6,-28,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"3dfde064-f6dd-4c92-bd17-a24bf14f0a36","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","2017-08-23T19:40Z","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PZzIgyJrHYCk=","VIe0/2w3fNdfUv4vjjWHezSjApQWs26PrV6MVcLcikA=",NA,"2018-03-22","vegetation",-1.9,-26.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"2bc1215b-0d3b-4d23-81c1-6975467a40a0","STEI_007.basePlot.cfc","D05","STEI","STEI_007","distributed","2017-08-23T21:39Z","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvd+XWsEZeBUeY=","VIe0/2w3fNeozSAraMsLYnwf4V3XdQvdOXDxY1GlHrQ=",NA,"2018-03-22","vegetation",-2.6,-28.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"26064402-8874-4105-accd-7b204df98457","STEI_008.basePlot.cfc","D05","STEI","STEI_008","distributed","2017-08-24T14:13Z","VIe0/2w3fNdJfITAZNCzsooYD0OwZokAoF32VNTKLpM=","VIe0/2w3fNdJfITAZNCzsooYD0OwZokApSHnO5q+P28=",NA,"2018-03-22","vegetation",-1.5,-29.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
