individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent
NEON.PLA.D08.TALL.00248,D08,LITU,27.6,Liriodendron tulipifera L.,135.8,TALL,32.951506,-87.398919,70.6,15.81,17.47,0.171,1.238,1.036,4.64,1.04,1.25,0.473,0.164,459.3,61.9,10.5,22.6,21,2.33,48.39
NEON.PLA.D08.TALL.00380,D08,PIPA2,12.7,Pinus palustris Mill.,132,TALL,32.957884,-87.432613,279.4,17.85,22.81,0.068,0.521,0.116,2.68,0.54,0.85,0.069,0.074,291.6,74.3,3,13.5,49.8,0.8,50.33
NEON.PLA.D08.TALL.00474,D08,PITA,17.5,Pinus taeda L.,132,TALL,32.957884,-87.432613,278.4,19.94,20.75,0.104,0.663,0.19,2.38,0.52,0.75,0.074,0.081,535.1,78.5,3.1,11.1,56.6,1.12,52.23
NEON.PLA.D08.TALL.00562,D08,PIPA2,19.5,Pinus palustris Mill.,119.9,TALL,32.897128,-87.397349,376.2,18.69,24.71,0.053,0.42,0.245,3.42,0.86,1.14,0.05,0.061,715.4,60.5,2.1,8.4,29.7,0.7,48.66
NEON.PLA.D08.TALL.00667,D08,PIPA2,10.1,Pinus palustris Mill.,132,TALL,32.957884,-87.432613,321.9,19.66,25.54,0.07,0.564,0.111,2.6,0.52,0.81,0.072,0.078,337.4,55.8,3.3,12.9,47.3,0.89,49.69
NEON.PLA.D08.TALL.00922,D08,QUAL,11.1,Quercus alba L.,82.5,TALL,32.974429,-87.42694,88.4,17.1,20.65,0.141,1.124,0.513,5.44,1.36,1.36,0.159,0.109,844,58.6,8.7,15.9,27.8,1.52,48.46
NEON.PLA.D08.TALL.00925,D08,LITU,18.5,Liriodendron tulipifera L.,82.5,TALL,32.974429,-87.42694,73.7,16.39,19.43,0.178,1.722,0.48,6.25,1.68,1.42,0.308,0.145,489.6,50.1,11.3,16,32.3,2.78,48.67
NEON.PLA.D08.TALL.00964,D08,PIPA2,15.6,Pinus palustris Mill.,82.5,TALL,32.974429,-87.42694,316.8,18.81,25.63,0.072,0.616,0.068,2.6,0.51,0.86,0.059,0.061,258.2,48,2.7,7.1,23.4,0.575,49.385
NEON.PLA.D08.TALL.00995,D08,QUMO4,10.4,Quercus montana Willd.,118.3,TALL,32.922158,-87.428893,62.8,24.86,21.31,0.127,0.912,0.577,6.75,1.52,1.65,0.216,0.116,2003.1,72.7,6.6,40.9,23.8,1.91,48.43
NEON.PLA.D08.TALL.01092,D08,PITA,8.9,Pinus taeda L.,118.3,TALL,32.922158,-87.428893,206.9,20.41,22.21,0.128,0.895,0.153,5.44,1.72,1.19,0.142,0.107,794.4,70.1,6,23.5,50.2,1.45,50.73
NEON.PLA.D08.TALL.01106,D08,LIST2,8.6,Liquidambar styraciflua L.,118.3,TALL,32.922158,-87.428893,40.5,24.93,22.06,0.128,1.024,0.73,3.18,0.88,0.82,0.416,0.16,2309.6,48.2,8,20.5,55.1,1.63,47.98
NEON.PLA.D08.TALL.01834,D08,LIST2,23.9,Liquidambar styraciflua L.,97.8,TALL,32.898843,-87.446128,90.9,23.35,25.97,0.118,0.81,0.463,4.62,1.09,1.35,0.245,0.117,1079.4,41,8.4,11.9,27.6,1.57,49.75
NEON.PLA.D08.TALL.01903,D08,PIPA2,22.8,Pinus palustris Mill.,117.9,TALL,32.950148,-87.397284,220.1,17.41,27.03,0.077,0.531,0.14,2.48,0.43,0.8,0.091,0.087,542.9,61.8,3.2,10,35.9,0.88,48.73
NEON.PLA.D08.TALL.01905,D08,NYSY,20,Nyssa sylvatica Marshall,98.6,TALL,32.977667,-87.432716,90.4,9.67,17.44,0.101,0.798,0.424,2.15,0.82,0.72,0.385,0.118,511.4,56.1,7.1,16.7,26.4,1.25,49.38
NEON.PLA.D08.TALL.01906,D08,PITA,19.4,Pinus taeda L.,117.9,TALL,32.950148,-87.397284,250.4,16.03,20.75,0.102,0.593,0.224,4.45,1.07,1.21,0.124,0.077,906.4,67.6,3.1,11.5,51.1,1.09,49.56
NEON.PLA.D08.TALL.01918,D08,QUAL,13.3,Quercus alba L.,117.9,TALL,32.950148,-87.397284,47.3,19.81,21.89,0.128,0.847,0.434,3.83,0.73,1.22,0.16,0.102,1470.8,58.1,7.6,18.3,27,1.79,48.43
NEON.PLA.D08.TALL.02017,D08,PIPA2,16.7,Pinus palustris Mill.,117.6,TALL,32.884749,-87.454396,332.5,19.665,27.1,0.062,0.588,0.14,3.71,0.98,1.23,0.102,0.067,845.7,43.1,2.7,6.1,43,0.665,49.255
NEON.PLA.D08.TALL.02026,D08,PIPA2,19.3,Pinus palustris Mill.,117.6,TALL,32.884749,-87.454396,328.2,20.43,24.31,0.073,0.409,0.132,4.55,1.06,1.5,0.085,0.082,864.9,45.7,3,7.1,45,0.86,48.35
NEON.PLA.D08.TALL.02111,D08,NYSY,19.3,Nyssa sylvatica Marshall,98.6,TALL,32.977667,-87.432716,62.1,7.26,17.24,0.14300000000000002,0.915,0.245,1.58,0.51,0.66,0.3215,0.11,804.1,33.099999999999994,7,12.399999999999999,20.5,1.32,47.4
NEON.PLA.D08.TALL.02155,D08,NYSY,22.9,Nyssa sylvatica Marshall,98.6,TALL,32.977667,-87.432716,123.7,7.83,14.55,0.09,0.542,0.394,3.41,1.45,1.26,0.409,0.101,833.9,40.4,7.7,18.7,18.1,1.17,48.04
NEON.PLA.D08.TALL.02330,D08,PIPA2,17,Pinus palustris Mill.,124.8,TALL,32.948793,-87.397268,256.65000000000003,23.34,26.09,0.093,0.737,0.1,2.69,0.53,0.89,0.056,0.114,349.9,66.6,3.3,6.9,43.4,0.89,51.46
NEON.PLA.D08.TALL.02342,D08,PIEC2,11.4,Pinus echinata Mill.,124.8,TALL,32.948793,-87.397268,236.6,22.52,19.97,0.097,0.488,0.176,1.92,0.39,0.61,0.106,0.078,534.3,67.6,3.5,12.5,29.4,0.96,48.47
NEON.PLA.D08.TALL.02629,D08,QUMO4,24.8,Quercus montana Willd.,113,TALL,32.921617,-87.433388,141.85000000000002,22.1,16.72,0.104,1.145,0.298,3.7,0.78,1.13,0.172,0.101,1292.2,51.8,16.9,20.6,26.6,1.75,51.2
NEON.PLA.D08.TALL.02782,D08,QUAL,20.9,Quercus alba L.,113,TALL,32.921617,-87.433388,110.5,16.4,18.97,0.113,1.061,0.32,3.19,0.63,1.01,0.14,0.096,1448.2,68,8.8,14.7,18.1,1.605,48.209999999999994
NEON.PLA.D08.TALL.03295,D08,PIEC2,16.2,Pinus echinata Mill.,130.1,TALL,32.952869,-87.397604,282.1,17.87,18.72,0.092,0.543,0.305,2.9,0.67,0.84,0.1,0.077,926.7,78.5,3.2,10,55.1,0.98,49.31
NEON.PLA.D08.TALL.03408,D08,PIEC2,12.4,Pinus echinata Mill.,130.1,TALL,32.952869,-87.397604,315.2,21.37,18.7,0.102,0.695,0.18,3,0.84,0.79,0.114,0.083,542.8,61.6,3.5,10,47.3,1.11,49.64
NEON.PLA.D08.TALL.03426,D08,LITU,13.3,Liriodendron tulipifera L.,130.1,TALL,32.952869,-87.397604,75.5,20.4,17.97,0.166,1.168,0.649,5.83,1.5,1.54,0.333,0.146,353,71.4,10.5,17,29.9,2.18,48.38
NEON.PLA.D08.TALL.11010,D08,LIST2,6.7,Liquidambar styraciflua L.,105.1,TALL,32.899796,-87.406679,72.2,29.29,22.25,0.146,0.852,0.558,3.4,0.91,0.95,0.309,0.113,729.7,43.4,9.4,13.7,54.3,1.63,48.77
NEON.PLA.D08.TALL.11026,D08,QUAL,4.1,Quercus alba L.,105.1,TALL,32.899796,-87.406679,83.4,19.58,21.47,0.106,0.5,0.528,3.77,0.87,1.15,0.231,0.11,1220.3,84.3,8,13.1,26.5,1.68,47.84
NEON.PLA.D08.TALL.11693Z,D08,QUFA,2.9,Quercus falcata Michx.,97.8,TALL,32.898843,-87.446128,87.63333333333333,19.30666666666667,24.223333333333333,0.09999999999999999,0.598,0.322,3.4333333333333336,0.8233333333333334,1.0133333333333334,0.19866666666666666,0.08666666666666667,1061.1999999999998,40.9,6.733333333333333,17.066666666666666,20.566666666666666,1.4933333333333332,48.97666666666667
NEON.PLA.D08.TALL.11694Z,D08,NYSY,5.1,Nyssa sylvatica Marshall,117.6,TALL,32.884749,-87.454396,76.3,6.17,12.99,0.098,0.874,0.267,3.95,1.4,1.23,0.361,0.1,1695,43.7,6.7,16.7,17.3,1.39,47.22
NEON.PLA.D08.TALL.13096Z,D08,QUFA,21.4,Quercus falcata Michx.,119.9,TALL,32.897128,-87.397349,122.2,18.08,20.93,0.12,0.898,0.29,2.38,0.56,0.73,0.181,0.103,1021,45.4,9.1,24.5,27.6,1.66,49.57
NEON.PLA.D08.TALL.13097Z,D08,PIPA2,16.7,Pinus palustris Mill.,119.9,TALL,32.897128,-87.397349,393.1,20.73,27.05,0.075,0.418,0.158,3.96,0.89,1.22,0.09,0.066,611.3,48,3.1,12.9,31.9,0.85,48.8
NEON.PLA.D08.TALL.13098Z,D08,QUFA,1.8,Quercus falcata Michx.,122.8,TALL,32.89353,-87.415341,97.7,28.21,22.73,0.095,0.593,0.42,3.13,0.93,0.79,0.205,0.106,467.5,43.7,7.5,32.8,27.3,1.8,50.52
NEON.PLA.D08.TALL.13099Z,D08,LIST2,1.4,Liquidambar styraciflua L.,122.8,TALL,32.89353,-87.415341,84.2,24.09,21.42,0.162,0.823,0.428,4.79,1.2,1.36,0.3,0.116,516.6,45.2,4.2,20.4,23,1.7,48.92
NEON.PLA.D08.TALL.13100Z,D08,LIST2,1.3,Liquidambar styraciflua L.,122.8,TALL,32.89353,-87.415341,76.3,26.21,31.42,0.154,0.949,0.383,11.69,3.24,2.62,0.287,0.134,403.5,45.7,6.6,15.7,34.3,1.46,48.32
NEON.PLA.D13.MOAB.00396,D13,ARTR2,1.3,Artemisia tridentata Nutt.,1996.4,MOAB,38.265495,-109.34184,148.8,13.76,17.84,0.314,0.197,0.348,4.65,1.36,1.6,0.438,0.173,56,61.1,8,57.5,35.4,1.99,51.05
NEON.PLA.D13.MOAB.00398,D13,ARTR2,0.8,Artemisia tridentata Nutt.,1996.4,MOAB,38.265495,-109.34184,159.1,12.91,18.08,0.334,1.287,0.374,4.24,1.3,1.34,0.202,0.165,44.7,78.3,4.1,56.4,21,1.62,49.77
NEON.PLA.D13.MOAB.00503,D13,ARTR2,0.5,Artemisia tridentata Nutt.,1996.4,MOAB,38.265495,-109.34184,182.1,11.94,19.6,0.301,1.081,0.432,3.94,1.19,1.28,0.169,0.17,39.7,61.9,4.6,71.9,25.9,1.56,50.48
NEON.PLA.D13.MOAB.00518,D13,PIED,3.5,Pinus edulis Engelm.,2018.6,MOAB,38.26229,-109.344633,302.5,20.52,19.77,0.093,0.4455,0.478,2.01,0.7,1.04,0.1915,0.0755,17.25,47.7,1.55,22.1,10.7,0.82,51.07
NEON.PLA.D13.MOAB.00540,D13,PIED,1.7,Pinus edulis Engelm.,2018.6,MOAB,38.26229,-109.344633,318.7,18.67,19.31,0.161,0.391,0.647,1.93,0.66,1.06,0.209,0.07,23.1,46.8,3.7,23.5,41.9,0.86,50.83
NEON.PLA.D13.MOAB.00631,D13,PIED,2.9,Pinus edulis Engelm.,2006.8,MOAB,38.261287,-109.349483,323.4,18.15,22.17,0.094,0.768,3.374,3.22,0.97,1.31,0.48,0.1,63.6,143.8,5.1,20.2,23.2,0.99,50.52
NEON.PLA.D13.MOAB.00656,D13,PIED,3.2,Pinus edulis Engelm.,2006.8,MOAB,38.261287,-109.349483,360.3,23.54,21.98,0.093,0.605,0.314,6.05,2.28,2.7,0.116,0.092,9.3,46.2,2.2,20.2,16.8,0.95,51.28
NEON.PLA.D14.JORN.02593,D14,PRGL2,0.3,Prosopis glandulosa Torr.,1320,JORN,32.593905,-106.797359,141.2,12.54,14.65,0.153,1.422,1.048,5.26,0.99,1.68,0.229,0.257,48,62.9,23.4,108.5,41.4,3.25,48.53
NEON.PLA.D14.JORN.02595,D14,PRGL2,0.9,Prosopis glandulosa Torr.,1323.5,JORN,32.575696,-106.803388,160.8,12.38,20.22,0.148,1.137,1.124,5,0.92,1.74,0.226,0.275,61.9,86.9,11.3,104.8,34.9,2.95,48.14
NEON.PLA.D14.JORN.02596,D14,PRGL2,0.7,Prosopis glandulosa Torr.,1323.5,JORN,32.575696,-106.803388,110.6,13.11,19.56,0.156,1.421,0.784,6.22,1.38,1.71,0.214,0.225,33.3,74.5,10.4,59.9,29.4,2.94,48.31
NEON.PLA.D14.JORN.02598,D14,PRGL2,0.8,Prosopis glandulosa Torr.,1331.6,JORN,32.630328,-106.86076,144.9,12.62,17.69,0.142,1.355,0.879,4.04,0.92,1.05,0.308,0.273,32.2,101.7,15.8,76,27.5,2.75,48.59
NEON.PLA.D14.JORN.02599,D14,PRGL2,0.6,Prosopis glandulosa Torr.,1331.6,JORN,32.630328,-106.86076,140.5,14.49,17.44,0.119,1.0619999999999998,1.1775,4.27,0.81,1.49,0.2445,0.257,67.35,162.95,9.05,88.3,29.6,2.28,48.23
NEON.PLA.D14.JORN.02681,D14,PRGL2,0.6,Prosopis glandulosa Torr.,1323.4,JORN,32.60493,-106.802046,154.3,11.51,17.06,0.175,1.541,0.67,8.09,1.47,2.43,0.216,0.271,58,86.5,19.5,64.7,25.8,3.05,48.77
NEON.PLA.D14.JORN.02683,D14,PRGL2,0.6,Prosopis glandulosa Torr.,1328.2,JORN,32.611356,-106.826155,163.2,9.94,14.81,0.145,1.7,0.627,6.49,1.19,1.88,0.211,0.227,36.9,121.2,26.7,82.5,53.4,2.87,47.92
NEON.PLA.D14.JORN.02684,D14,PRGL2,0.7,Prosopis glandulosa Torr.,1328.2,JORN,32.611356,-106.826155,168,10.3,16.28,0.124,1.424,0.465,5.75,1.09,1.67,0.166,0.203,39.4,70.3,19.8,65.1,48,2.67,48.25
NEON.PLA.D14.JORN.02686,D14,PRGL2,0.7,Prosopis glandulosa Torr.,1326.7,JORN,32.611448,-106.83769,145.2,13.48,17.28,0.164,1.599,0.576,7.53,1.48,2.11,0.167,0.26,46.4,69.6,21.2,101.6,39.7,3.14,49.5
NEON.PLA.D14.JORN.02688,D14,PRGL2,0.9,Prosopis glandulosa Torr.,1326.7,JORN,32.611448,-106.83769,139.6,13.29,17.35,0.158,1.277,0.916,8.11,1.73,2,0.264,0.251,53.6,59.8,26.8,106,45.4,3.39,49.11
NEON.PLA.D14.JORN.02689,D14,PRGL2,0.5,Prosopis glandulosa Torr.,1331.7,JORN,32.628336,-106.847936,157.1,13.53,18.37,0.134,0.975,0.71,4.13,0.91,1.31,0.285,0.286,51.5,66.7,24.7,139.7,43.9,2.47,49.66
NEON.PLA.D14.JORN.02690,D14,PRGL2,0.4,Prosopis glandulosa Torr.,1331.7,JORN,32.628336,-106.847936,111.4,14.1,21.9,0.178,1.382,0.672,8.58,2,1.92,0.266,0.255,40.7,76.4,11.4,68.9,47.2,3.26,49.45
NEON.PLA.D14.JORN.02691,D14,PRGL2,0.6,Prosopis glandulosa Torr.,1331.7,JORN,32.628336,-106.847936,136.5,11.51,15.47,0.118,0.962,1.191,5.17,1.15,1.29,0.309,0.273,55.3,178,11.3,108.8,35.1,2.48,48
NEON.PLA.D14.JORN.02693,D14,PRGL2,0.7,Prosopis glandulosa Torr.,1321.1,JORN,32.600614,-106.838099,175.5,12.545,16.605,0.144,1.1585,1.177,4.33,0.9,1.45,0.244,0.2495,33,79.3,20,118.64999999999999,38.3,3.0999999999999996,48.5
NEON.PLA.D14.JORN.02696,D14,PRGL2,1,Prosopis glandulosa Torr.,1323.2,JORN,32.590562,-106.82446,150.3,11.37,33.62,0.147,1.229,1.003,5.08,1.08,1.53,0.279,0.273,52.5,102.8,11.4,104.6,35,2.89,47.64
NEON.PLA.D14.JORN.02697,D14,PRGL2,0.6,Prosopis glandulosa Torr.,1323.2,JORN,32.590562,-106.82446,162.6,14.59,15.22,0.109,1.056,1.399,3.39,0.73,1.16,0.373,0.28,55.7,177,11.9,142.8,25.9,2.36,47.955
NEON.PLA.D14.JORN.02699,D14,PRGL2,1.2,Prosopis glandulosa Torr.,1323.5,JORN,32.607919,-106.856765,140.6,13.61,19.88,0.141,1.544,0.959,7.54,1.45,2.11,0.208,0.256,38.3,81.4,23.9,41.9,50.3,3.07,48.11
NEON.PLA.D14.JORN.02700,D14,PRGL2,1.1,Prosopis glandulosa Torr.,1323.5,JORN,32.607919,-106.856765,154.3,15.54,19.41,0.136,1.125,0.774,6.21,0.93,2.13,0.165,0.244,27.6,66.2,22.6,56.1,63.6,2.98,49.61
NEON.PLA.D17.SOAP.00302,D17,QUCH2,3.1,Quercus chrysolepis Liebm.,1242.3,SOAP,37.031452,-119.269313,186.2,17.535,25.425,0.296,0.202,0.164,7.38,2.52,1.97,0.079,0.075,367.3,64.4,4.2,39.4,13.1,1.16,48.97
NEON.PLA.D17.SOAP.02710B,D17,QUKE,2.4,Quercus kelloggii Newberry,1248,SOAP,37.034451,-119.268722,74.8,10.61,16.75,0.315,0.254,0.126,9.15,1.99,2.47,0.054,0.153,236.3,152.9,8.7,31.5,34.8,2.82,47.61
NEON.PLA.D17.SOAP.02811,D17,QUKE,2.4,Quercus kelloggii Newberry,1242.3,SOAP,37.031452,-119.269313,86.1,11.42,19.1,0.538,0.495,0.157,7.22,1.73,1.9,0.072,0.103,193.7,97.9,7,24.4,25.5,1.93,48.03
NEON.PLA.D17.SOAP.03494,D17,CADE27,4.5,Calocedrus decurrens (Torr.) Florin,1109.8,SOAP,37.035341,-119.252226,282,15.99,14.64,0.3165,0.2345,0.1555,2.97,0.88,0.85,0.045,0.0675,290.05,160,6.3,49.3,13.3,0.7,49.14
NEON.PLA.D17.SOAP.03512,D17,PIPO,5.9,Pinus ponderosa Lawson & C. Lawson,1109.8,SOAP,37.035341,-119.252226,317.1,19.58,25.66,0.422,0.484,0.263,5.07,1.48,1.47,0.1,0.092,162.4,62.4,6.8,23.1,25.4,1.12,48.69
NEON.PLA.D17.SOAP.03857,D17,CADE27,3.6,Calocedrus decurrens (Torr.) Florin,1167.2,SOAP,37.033027,-119.257546,441.9,12.05,11.97,0.212,0.196,0.066,4.96,1.43,1.41,0.037,0.059,60.9,101.6,1.8,14.7,8.5,0.7,48.69
NEON.PLA.D17.SOAP.03860,D17,QUKE,2.5,Quercus kelloggii Newberry,1167.2,SOAP,37.033027,-119.257546,79.4,10.37,16.4,0.29900000000000004,0.26749999999999996,0.111,10.94,2.51,2.82,0.0475,0.1475,312.45000000000005,172.15,11.8,56.8,32.95,2.75,48.89
NEON.PLA.D17.SOAP.03891,D17,ARVIM,0.9,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,1167.2,SOAP,37.033027,-119.257546,157.1,23.51,21.82,0.43,0.175,0.132,3.28,0.94,0.94,0.053,0.056,17.7,65.3,5,30.6,27.1,0.94,49.99
NEON.PLA.D17.SOAP.03901,D17,CEMOG,1.5,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,1167.2,SOAP,37.033027,-119.257546,165.3,22.35,13.98,0.206,0.241,0.091,5.03,0.95,1.72,0.072,0.081,30.6,72,3.3,23,17.1,1.71,48.635
NEON.PLA.D17.SOAP.08278,D17,CEMOG,0.8,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,1098.4,SOAP,37.037929,-119.256671,130.6,18.22,14.25,0.254,0.308,0.115,7.48,1.82,2.27,0.058,0.089,47,100.8,3.6,25.3,22.1,1.96,49.39
NEON.PLA.D17.SOAP.08279,D17,CEMOG,1.3,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,1098.4,SOAP,37.037929,-119.256671,131.6,17.8,12.72,0.299,0.247,0.154,8.55,2.13,2.47,0.069,0.096,35.8,94.6,4.4,19.9,26.1,1.98,48.61
NEON.PLA.D17.SOAP.08280,D17,QUCH2,2.8,Quercus chrysolepis Liebm.,1098.4,SOAP,37.037929,-119.256671,200.8,17.65,23.84,0.439,0.754,0.171,6.37,1.8,1.85,0.092,0.086,487.4,133.6,4.1,35.4,20.2,1.2,48.46
NEON.PLA.D17.SOAP.08282,D17,CEIN3,2.3,Ceanothus integerrimus Hook. & Arn.,1197.9,SOAP,37.03743,-119.269476,70.5,6.24,10.59,0.308,0.239,0.143,14.94,3.51,3.29,0.068,0.14,241.6,103,4.9,59.7,39.4,2.86,45.21
NEON.PLA.D17.SOAP.08283,D17,CEIN3,2.2,Ceanothus integerrimus Hook. & Arn.,1197.9,SOAP,37.03743,-119.269476,65.2,4.97,9.45,0.2315,0.1725,0.033,16.48,3.92,3.89,0.0225,0.155,214.64999999999998,131.4,18.95,101,57.65,3.24,45.85
NEON.PLA.D17.SOAP.08284,D17,PIPO,11.1,Pinus ponderosa Lawson & C. Lawson,1197.9,SOAP,37.03743,-119.269476,307,15.59,24.68,0.247,0.153,0.075,10.64,3.67,3.26,0.038,0.072,102,39.3,2.8,25.3,30.9,1.24,50.52
NEON.PLA.D17.SOAP.08285,D17,CONU4,3.1,Cornus nuttallii Audubon ex Torr. & A. Gray,1102.6,SOAP,37.037301,-119.26273,48.2,6.65,21.29,0.352,0.229,0.137,18.84,5.64,4.16,0.046,0.176,25.3,139.7,4.4,37.1,22,2.15,42.33
NEON.PLA.D17.SOAP.08286,D17,CONU4,4.1,Cornus nuttallii Audubon ex Torr. & A. Gray,1102.6,SOAP,37.037301,-119.26273,53.1,5.4,14.01,0.326,0.201,0.107,8.78,2.63,2.43,0.043,0.14,17.4,86.7,2,28.7,14.2,1.43,43.43
NEON.PLA.D17.SOAP.08290,D17,CEIN3,1.8,Ceanothus integerrimus Hook. & Arn.,1234.7,SOAP,37.037899,-119.273518,68.9,8.93,11.02,0.28,0.001,0.008,11.8,2.81,3.06,0,0.108,229.4,96.1,5.5,67.3,36.8,2.43,45.43
NEON.PLA.D17.SOAP.08291,D17,CEIN3,1.4,Ceanothus integerrimus Hook. & Arn.,1234.7,SOAP,37.037899,-119.273518,66.5,7.74,10.97,0.084,0.003,0.015,10.02,2.11,2.81,0.001,0.096,316.5,119.9,5.3,54.9,35,2.22,45.36
NEON.PLA.D17.SOAP.08292,D17,QUCH2,4.5,Quercus chrysolepis Liebm.,1207.6,SOAP,37.032124,-119.263245,172.7,17.35,22.42,0.257,0.124,0.19,6.69,1.92,1.84,0.049,0.075,926.7,89.1,6.2,48,25.1,1.14,48.21
NEON.PLA.D17.SOAP.08293,D17,QUKE,6,Quercus kelloggii Newberry,1207.6,SOAP,37.032124,-119.263245,77.2,10.66,15.46,0.283,0.193,0.295,13.74,3.69,3.05,0.078,0.118,315.5,86.6,7.3,44.4,43,2,46.67
NEON.PLA.D17.SOAP.08294,D17,CADE27,4.9,Calocedrus decurrens (Torr.) Florin,1207.6,SOAP,37.032124,-119.263245,223.1,16.09,16.16,0.334,0.261,0.265,9.64,3.14,2.23,0.07,0.099,88.6,124.1,4.1,18.6,31.9,1.49,50.87
NEON.PLA.D17.SOAP.08296Z,D17,ARVIM,2.6,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,1248,SOAP,37.034451,-119.268722,191.5,23.05,20.02,0.324,0.289,0.122,6.05,1.91,1.62,0.115,0.05,82,88.6,3.3,22.8,25.1,0.66,50.02
NEON.PLA.D17.SOAP.08297Z,D17,CEMOG,2.1,Cercocarpus montanus Raf. var. glaber (S. Watson) F.L. Martin,1234.7,SOAP,37.037899,-119.273518,128.7,13.44,14.28,0.314,0.244,0.114,9.04,1.98,2.58,0.106,0.108,38.3,91.9,1.6,29.9,18.6,2.14,47.41
NEON.PLA.D17.SOAP.08298,D17,ARVIM,1.3,Arctostaphylos viscida Parry ssp. mariposa (Dudley) P.V. Wells,1242.3,SOAP,37.031452,-119.269313,165.5,21.44,18.18,0.287,0.268,0.097,4.13,1.3299999999999998,1.175,0.056,0.065,17.7,61.5,4.1,36.9,37.7,0.89,49.75
NEON.PLA.D17.SOAP.08299,D17,CADE27,3.8,Calocedrus decurrens (Torr.) Florin,1293,SOAP,37.030699,-119.281767,210,11.22,13.25,0.275,0.183,0.075,6.58,2.09,1.65,0.033,0.081,125.2,151.5,3.4,32.6,18.7,1.01,47.85
NEON.PLA.D17.SOAP.08300,D17,CADE27,6.7,Calocedrus decurrens (Torr.) Florin,1293,SOAP,37.030699,-119.281767,256.3,12.82,16.12,0.283,0.242,0.076,2.82,0.79,0.74,0.042,0.086,101.6,143,4.3,24.5,18.8,1.22,47.49
NEON.PLA.D19.DEJU.00241,D19,PIMA,2.6,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",505.2,DEJU,63.88224,-145.739248,275.4,14.27,17.11,0.107,0.316,1.353,4.72,0.99,1.28,0.143,0.049,546.4,67.5,1.9,6.7,22.8,0.68,49.87
NEON.PLA.D19.DEJU.00301,D19,PIMA,3.6,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",509.1,DEJU,63.880889,-145.742977,352.2,16.9,18.24,0.085,0.33,0.893,4.9,1.02,1.47,0.079,0.061,1105.8,107.1,3,6.7,6.2,0.83,51.78
NEON.PLA.D19.DEJU.00413,D19,PIMA,2.6,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",509.1,DEJU,63.880889,-145.742977,268,14.75,17.53,0.075,0.272,1.577,4.59,0.95,1.15,0.096,0.056,658.6,118.5,2.3,7.3,18.1,0.7,50.65
NEON.PLA.D19.DEJU.00775,D19,PIMA,3.5,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",506.8,DEJU,63.881243,-145.753351,278.1,15.05,17.01,0.08449999999999999,0.225,1.343,6.76,1.51,1.67,0.1765,0.047,1414.3000000000002,116.65,2.4,15.350000000000001,39.150000000000006,0.68,51.29
NEON.PLA.D19.DEJU.00783,D19,PIMA,2.3,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",506.8,DEJU,63.881243,-145.753351,242.1,14.21,17.8,0.068,0.253,1.239,5.37,1.16,1.36,0.087,0.05,1234.5,144.7,1.8,9.1,46,0.73,51.32
NEON.PLA.D19.DEJU.00855,D19,PIMA,2.3,"Picea mariana (Mill.) Britton, Sterns & Poggenb.",506.8,DEJU,63.881243,-145.753351,287.1,15.45,19.1,0.088,0.454,0.752,4.6,0.95,1.29,0.095,0.046,532.9,57.8,2.2,6,14.3,0.69,51.53
NEON.PLA.D19.DEJU.01041,D19,ALVI5,1.1,Alnus viridis (Chaix) DC.,450.1,DEJU,63.930794,-145.751133,87.7,20.58,15.97,0.176,0.606,1.019,12.46,2.99,2.91,0.438,0.152,189.6,144.1,6.3,5.4,6.9,2.66,49.39
NEON.PLA.D19.DEJU.01075,D19,ALVI5,1.6,Alnus viridis (Chaix) DC.,450.1,DEJU,63.930794,-145.751133,74,15.61,14.46,0.199,0.714,1.292,18.08,4.5,4.02,0.422,0.156,332.7,144.5,5.1,2.4,7.1,2.99,50.24
NEON.PLA.D19.DEJU.01206,D19,ALVI5,1.3,Alnus viridis (Chaix) DC.,450.1,DEJU,63.930794,-145.751133,83.8,18.75,14.52,0.198,0.609,1.267,22.76,5.83,5.72,0.452,0.189,436.7,182.8,7.3,5,16.6,3.65,49.19
NEON.PLA.D19.DEJU.01315,D19,POTR5,0.5,Populus tremuloides Michx.,468.4,DEJU,63.912331,-145.766038,73.1,22.51,13.78,0.169,0.788,2.109,14.38,3.13,4.27,0.526,0.124,75.5,79.5,3.6,7.4,9.8,2.02,50.62
