individualID,domainID,taxonID,subsample1Height,scientificName,elevation,siteID,decimalLatitude,decimalLongitude,leafMassPerArea,ligninPercent,cellulosePercent,foliarPhosphorusConc,foliarPotassiumConc,foliarCalciumConc,extractChlAConc,extractChlBConc,extractCarotConc,foliarMagnesiumConc,foliarSulfurConc,foliarManganeseConc,foliarIronConc,foliarCopperConc,foliarBoronConc,foliarZincConc,nitrogenPercent,carbonPercent,eventID,plotID,nestedSubplotID,pointID,stemDistance,stemAzimuth,supportingStemIndividualID,subtype,latitude,longitude,datum,utmZone,easting,northing,horzUncert,crdSource,vertUncert,nlcdClass,appMods,geometry,UTM_E,UTM_N,stemDiameter,height,maxCrownDiameter,ninetyCrownDiameter,growthForm,plantStatus,canopyPosition,shape,crown_size
NEON.PLA.D02.SERC.11313,D02,FAGR,9.1,Fagus grandifolia Ehrh.,10.8,SERC,38.899874,-76.543769,59.8,14.62,18.74,0.149,0.989,0.8,2.63,1.2,0.78,0.159,0.153,531.3,81.6,4.3,70.7,23.8,1.8,48.4,vst_SERC_2016,SERC_003,NaN,49,5.8,145.1,NA,basePlot,38.899968,-76.543864,WGS84,18N,366122.584,4306808.836,0.24,Geo 7X (H-Star),0.29,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5438643465493, 38.8999680742757)",366125.902446066,4306804.07911912,16.5,12.4,8.599999999999998,6.599999999999999,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SERC.11405,D02,LITU,26.3,Liriodendron tulipifera L.,3.5,SERC,38.881089,-76.547316,69.7,13.3,15.11,0.152,0.702,3.313,7.38,4.21,1.2,0.452,0.162,109.7,60.5,6.4,50.7,13.8,2.1,45.3,vst_SERC_2016,SERC_006,NaN,33,12,268.9,NA,basePlot,38.881005,-76.547218,WGS84,18N,365796.024,4304709.3,0.23,Geo 7X (H-Star),0.36,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-76.5472184872358, 38.8810051170179)",365784.02621145453,4304709.069630691,49.9,30.600000000000005,15.999999999999998,13.9,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SERC.11409,D02,LIST2,27.2,Liquidambar styraciflua L.,3.5,SERC,38.881089,-76.547316,94.2,10.84,11.05,0.145,0.756,0.621,4.52,2.27,0.66,0.24,0.126,105.7,42.9,8.7,38.8,23,1.2,46.3,vst_SERC_2016,SERC_006,NaN,49,19.9,177.9,NA,basePlot,38.881183,-76.547439,WGS84,18N,365777.254,4304729.417,0.28,Geo 7X (H-Star),0.5,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-76.5474387418928, 38.8811834689303)",365777.9832098033,4304709.530364964,40.89999999999999,29.89999999999999,12.1,11.8,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SERC.11491,D02,CATO6,19.2,Carya tomentosa (Lam.) Nutt.,22.5,SERC,38.897569,-76.561177,107.5,10.26,17.43,0.111,0.734,1.629,4.84,2.03,0.52,0.361,0.157,581.3,100.3,8,51.3,28.1,1.7,46.4,vst_SERC_2016,SERC_009,NaN,51,18.4,211.1,NA,basePlot,38.897665,-76.561057,WGS84,18N,364627.232,4306578.566,0.16,GeoXH 6000,0.21,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-76.5610572794941, 38.897664506488)",364617.72778674884,4306562.810685643,55.59999999999998,33.9,16.400000000000002,15.100000000000003,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SERC.11495,D02,LITU,26.2,Liriodendron tulipifera L.,22.5,SERC,38.897569,-76.561177,69.7,15.13,15.56,0.152,1.646,2.139,4.41,1.86,1,0.63,0.16,147.9,91.9,7.5,36.8,14.6,1.9,47.1,vst_SERC_2016,SERC_009,NaN,51,15.9,263.8,NA,basePlot,38.897665,-76.561057,WGS84,18N,364627.232,4306578.566,0.16,GeoXH 6000,0.21,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-76.5610572794941, 38.897664506488)",364611.42499967286,4306576.848810244,76.8,40.400000000000006,20.200000000000003,19.999999999999996,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D02.SERC.11496,D02,FAGR,5.5,Fagus grandifolia Ehrh.,22.5,SERC,38.897569,-76.561177,34.8,20.97,25.04,0.131,0.773,0.831,3.68,1.7,0.74,0.25,0.168,362.5,111.2,7.3,55,25.1,2.4,48.7,vst_SERC_2016,SERC_009,NaN,51,12.9,265.1,NA,basePlot,38.897665,-76.561057,WGS84,18N,364627.232,4306578.566,0.16,GeoXH 6000,0.21,deciduousForest,cdw|cfc|dhp|hbp|vst,"c(-76.5610572794941, 38.897664506488)",364614.3791456792,4306577.464121691,12,13,8.3,7.1000000000000005,single bole tree,Live,Mostly shaded,NA,measured
NEON.PLA.D02.SERC.12785,D02,LIST2,28.3,Liquidambar styraciflua L.,7.6,SERC,38.86869,-76.533595,68,13.78,16.07,0.129,0.902,0.919,4.46,3.71,0.18,0.208,0.118,256.5,66.4,5,34.1,33.5,1.6,46.7,vst_SERC_2016,SERC_001,NaN,51,17.3,220.5,NA,basePlot,38.86876,-76.533437,WGS84,18N,366968.681,4303330.156,0.14,GeoXH 6000,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5334365673208, 38.8687596744673)",366957.44554876385,4303317.000976795,36,24.599999999999998,8.3,4.2,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SERC.12792,D02,LITU,23.8,Liriodendron tulipifera L.,7.6,SERC,38.86869,-76.533595,63.3,12.41,12.2,0.145,1.054,1.028,4.85,2.46,0.79,0.272,0.156,134,55.4,5.6,42.1,12.5,2,50.1,vst_SERC_2016,SERC_001,NaN,51,2.3,184.4,NA,basePlot,38.86876,-76.533437,WGS84,18N,366968.681,4303330.156,0.14,GeoXH 6000,0.17,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5334365673208, 38.8687596744673)",366968.5045462353,4303327.86277867,68.29999999999998,30.4,18.400000000000002,17.100000000000005,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SERC.12864,D02,FAGR,15.8,Fagus grandifolia Ehrh.,14.8,SERC,38.893251,-76.547607,66.8,16.18,21.38,0.111,0.844,0.472,4.93,0.77,1.68,0.124,0.141,81.5,69,4.5,54.1,27.2,1.7,44.8,vst_SERC_2016,SERC_005,NaN,49,12.6,120.6,NA,basePlot,38.893342,-76.547706,WGS84,18N,365776.973,4306079.114,0.17,GeoXH 6000,0.19,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5477058338277, 38.893341816005)",365787.81834954023,4306072.700078161,46.599999999999994,27.199999999999992,15.499999999999998,9.800000000000002,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SERC.12871,D02,LITU,20,Liriodendron tulipifera L.,14.8,SERC,38.893251,-76.547607,47.5,15.79,18.07,0.3,1.586,1.706,5.4,3.27,0.83,0.368,0.236,257.2,85.5,9,46.4,23.5,2.4,49.4,vst_SERC_2016,SERC_005,NaN,49,8.8,177.4,NA,basePlot,38.893342,-76.547706,WGS84,18N,365776.973,4306079.114,0.17,GeoXH 6000,0.19,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5477058338277, 38.893341816005)",365777.3721942955,4306070.323058986,95,38.50000000000001,19.999999999999996,19.100000000000005,single bole tree,Live,Partially shaded,NA,measured
NEON.PLA.D02.SERC.13192,D02,ACRU,15.5,Acer rubrum L.,7.6,SERC,38.86869,-76.533595,68.6,8.66,11.61,0.116,0.436,0.881,6.51,3.51,0.89,0.19,0.126,412.7,71.8,6.1,45,33.5,1.85,47.6,vst_SERC_2016,SERC_001,NaN,25,14.7,278.8,NA,basePlot,38.868503,-76.533358,WGS84,18N,366974.993,4303301.553,0.18,GeoXH 6000,0.22,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5333582972796, 38.8685029645149)",366960.4660427928,4303303.8018917935,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13193,D02,LITU,26.1,Liriodendron tulipifera L.,10.7,SERC,38.890806,-76.553978,55.1,10.88,13.55,0.305,1.084,1.723,6.94,2.6,1.56,0.364,0.177,208.1,72.6,7.4,53.1,17.7,2.7,48.9,vst_SERC_2016,SERC_044,NaN,21,7.8,58.8,NA,basePlot,38.890624,-76.554221,WGS84,18N,365206.746,4305787.085,0.24,GeoXH 6000,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5542214441652, 38.8906238325087)",365213.41784122924,4305791.125610673,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13195,D02,LIST2,4.1,Liquidambar styraciflua L.,10.8,SERC,38.899874,-76.543769,68.2,8.83,12.82,0.229,0.631,0.966,2.23,2.93,0.13,0.318,0.123,363.2,58.3,3.9,31.4,45.4,1.3,43.5,vst_SERC_2016,SERC_003,NaN,25,5.4,358.2,NA,basePlot,38.899691,-76.54352,WGS84,18N,366151.928,4306777.591,0.19,Geo 7X (H-Star),0.28,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5435199732356, 38.8996910853887)",366151.758381901,4306782.988335426,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13196,D02,LITU,15.4,Liriodendron tulipifera L.,10.8,SERC,38.899874,-76.543769,61.9,12.22,15.38,0.214,1.132,2.624,3.57,2.315,0.515,0.336,0.22,229.2,57.3,6.1,76.8,19.7,2.1,46.6,vst_SERC_2016,SERC_003,NaN,31,4.3,181.1,NA,basePlot,38.899784,-76.543866,WGS84,18N,366122.105,4306788.421,0.16,GeoXH 6000,0.16,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5438658852922, 38.8997840981706)",366122.02245099767,4306784.1217924375,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13197,D02,QUAL,3.2,Quercus alba L.,14.8,SERC,38.893251,-76.547607,80.4,12.64,15.55,0.146,0.982,0.501,3.34,0.91,0.79,0.168,0.141,82.9,61.2,5.6,55.2,20.9,1.9,49.2,vst_SERC_2016,SERC_005,NaN,61,2.7,197,NA,basePlot,38.893439,-76.547368,WGS84,18N,365806.422,4306089.38,0.23,GeoXH 6000,0.26,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5473683841712, 38.8934387944071)",365805.63259639725,4306086.797977159,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13198,D02,FAGR,14.5,Fagus grandifolia Ehrh.,14.8,SERC,38.893251,-76.547607,65.2,14.16,23.94,0.122,0.809,0.547,3.38,1.41,0.96,0.14,0.177,143.2,98.1,5.4,45.7,16.5,2,46.7,vst_SERC_2016,SERC_005,NaN,31,3.5,132.2,NA,basePlot,38.893157,-76.547726,WGS84,18N,365774.91,4306058.682,0.18,GeoXH 6000,0.26,deciduousForest,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-76.5477256183752, 38.8931574446439)",365777.502816087,4306056.330977937,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13199,D02,QUAL,17.9,Quercus alba L.,5.7,SERC,38.885634,-76.5602,73.8,10.16,15.34,0.189,0.937,0.995,4.87,2.9,0.6,0.157,0.153,302.5,92.5,7.1,72.7,16.6,1.9,47.7,vst_SERC_2016,SERC_047,NaN,59,4.7,139.2,NA,basePlot,38.885802,-76.560182,WGS84,18N,364680.588,4305260.81,0.22,GeoXH 6000,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5601824442456, 38.8858021528539)",364683.65907683875,4305257.252123238,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D02.SERC.13200,D02,CATO6,25.7,Carya tomentosa (Lam.) Nutt.,5.7,SERC,38.885634,-76.5602,66.4,15.05,18.71,0.145,1.071,1.501,4.26,0.99,1.02,0.396,0.134,787.2,65.9,7.3,67.9,48.5,1.7,45.1,vst_SERC_2016,SERC_047,NaN,59,5.8,103.8,NA,basePlot,38.885802,-76.560182,WGS84,18N,364680.588,4305260.81,0.22,GeoXH 6000,0.27,deciduousForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-76.5601824442456, 38.8858021528539)",364686.2205788235,4305259.426505946,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.00003,D03,PIPA2,11.2,Pinus palustris Mill.,20.7,DSNY,28.092969,-81.399332,216.1,21.25,30.81,0.21,1.5,0.388,4.6,1.3,1.52,0.444,0.053,51.9,41.6,3.5,11.9,57,0.82,50.39,vst_DSNY_2014,DSNY_006,NaN,41,6.6,245.7,NA,basePlot,28.092969,-81.399332,WGS84,17N,460770.195,3107565.443,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.3993324725709, 28.0929687527287)",460764.1797383742,3107562.727005233,29.000000000000004,14.1,7.2,5.8,single bole tree,"Live, disease damaged",Full sun,NA,measured
NEON.PLA.D03.DSNY.00193,D03,PIPA2,11.6,Pinus palustris Mill.,20,DSNY,28.11859,-81.435161,311.2,17.89,29.71,0.187,1.109,0.422,4.22,1.14,1.38,0.494,0.051,62.9,26.3,3.7,19.1,61.6,0.72,50.14,vst_DSNY_2014,DSNY_010,NaN,41,6.5,29.9,NA,basePlot,28.11859,-81.435161,WGS84,17N,457260.601,3110415.83,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.435160737022, 28.1185902724509)",457263.8411703084,3110421.464828868,31.499999999999993,17.4,9.800000000000002,6.700000000000001,single bole tree,Live,Full sun,NA,measured
NEON.PLA.D03.DSNY.00201Z,D03,PIEL,12.8,Pinus elliottii Engelm.,18.9,DSNY,28.074209,-81.425532,369.2,31.84,31.4,0.308,1.413,0.484,4.61,1.52,1.56,0.506,0.074,96,27.7,5.7,18.1,90.4,1.045,50.92,vst_DSNY_2018,DSNY_003,NaN,41,9.3,85.8,NA,basePlot,28.074209,-81.425532,WGS84,17N,458189.067,3105496.031,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.4255323590683, 28.0742093120552)",458198.34202463814,3105496.7121152333,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.00233,D03,ILGL,0.7,Ilex glabra (L.) A. Gray,17.7,DSNY,28.048244,-81.416879,165.7,14.3,16.73,0.126,0.779,1.925,5.82,2.09,3.37,0.802,0.068,240.5,30.6,5.2,43.3,65,0.81,53.63,vst_DSNY_2014,DSNY_002,NaN,41,5,227.4,NA,basePlot,28.048244,-81.416879,WGS84,17N,459029.474,3102616.746,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.4168789733523, 28.0482443221791)",459025.7935145644,3102613.3616201514,NaN,NaN,NaN,NaN,small shrub,No longer qualifies,NA,NA,height
NEON.PLA.D03.DSNY.00245,D03,LYLU3,0.5,Lyonia lucida (Lam.) K. Koch,17.7,DSNY,28.048244,-81.416879,159.4,19.97,27.08,0.085,0.771,0.663,4.01,1.15,1.75,0.225,0.093,251,25.4,5.8,11.5,62.9,0.69,52.52,vst_DSNY_2014,DSNY_002,NaN,41,3.2,146.8,NA,basePlot,28.048244,-81.416879,WGS84,17N,459029.474,3102616.746,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.4168789733523, 28.0482443221791)",459031.2262023152,3102614.068354197,NaN,NaN,NaN,NaN,small shrub,No longer qualifies,NA,NA,height
NEON.PLA.D03.DSNY.00552Z,D03,QUMI2,0.1,Quercus minima (Sarg.) Small,20.7,DSNY,28.0967,-81.418579,197.9,22.94,28.56,0.183,1.077,2.023,10.76,3.21,3.17,0.359,0.085,275.6,47.8,2.7,22.8,70.9,1.09,49.7,vst_DSNY_2018,DSNY_001,NaN,31,2.8,19,NA,basePlot,28.096609,-81.418676,WGS84,17N,458871.307,3107975.115,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.4186757867635, 28.0966092131522)",458872.21859083243,3107977.762452012,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.00629,D03,QUGE2,11.4,Quercus geminata Small,17.8,DSNY,28.053114,-81.417507,165.9,23,23.21,0.264,1.047,4.133,15.02,4.05,4.02,0.98,0.111,216.2,64.5,4.7,37.1,48.7,1.59,49.3,vst_DSNY_2016,DSNY_007,NaN,31,8.2,81.5,NA,basePlot,28.053026,-81.417608,WGS84,17N,458959.646,3103146.702,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.4176079466248, 28.0530260714336)",458967.75593007955,3103147.9140371713,50.7,12.9,9.9,9.600000000000001,multi-bole tree,"Live, physically damaged",Open grown,NA,measured
NEON.PLA.D03.DSNY.00803Z,D03,QUMI2,0.3,Quercus minima (Sarg.) Small,20,DSNY,28.11859,-81.435161,198.8,21.57,25.71,0.106,0.365,2.973,4.83,1.24,1.6,0.759,0.106,137.1,45.1,2.9,28.2,48.7,0.9,48.18,vst_DSNY_2018,DSNY_010,NaN,31,4.6,46,NA,basePlot,28.118501,-81.435263,WGS84,17N,457250.535,3110405.962,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.4352628641054, 28.1185008699032)",457253.84396308154,3110409.157428504,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.00896Z,D03,QUMI2,0.1,Quercus minima (Sarg.) Small,20.7,DSNY,28.092969,-81.399332,143.3,27.38,27.43,0.24,1.37,2.134,5.43,1.28,1.64,0.689,0.083,142.4,43.5,6.7,22,69.9,1.22,50.63,vst_DSNY_2018,DSNY_006,NaN,51,4.1,265.9,NA,basePlot,28.093054,-81.399229,WGS84,17N,460780.42,3107574.86,0.1,GeoXH 6000,0.11,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.3992287056878, 28.0930540624662)",460776.33049279,3107574.566860478,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.01120Z,D03,PIEL,9.3,Pinus elliottii Engelm.,19,DSNY,28.046662,-81.401888,320.3,20.35,24.34,0.231,0.666,1.288,5.85,1.91,1.2,0.495,0.057,89.4,35.5,2.9,12.5,64.4,0.79,51.19,vst_DSNY_2018,DSNY_008,NaN,41,1.1,252.2,NA,basePlot,28.046662,-81.401888,WGS84,17N,460502.18,3102436.463,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.4018883072962, 28.046661571108)",460501.132657668,3102436.1267351643,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.01138,D03,QUMY,1,Quercus myrtifolia Willd.,19.5,DSNY,28.039641,-81.393323,149.5,26.29,23.85,0.204,1.201,2.971,12.08,3.18,3.21,0.411,0.079,543.4,34.4,4.4,32.7,86.1,1.3,51.28,vst_DSNY_2014,DSNY_005,4,33,9.5,354.8,NA,basePlot,28.039551,-81.393219,WGS84,17N,461351.713,3101646.018,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.393218570392, 28.0395512227076)",461350.8519904881,3101655.478901787,NaN,1.1,0.9,0.8,small shrub,Downed,NA,cylinder,measured
NEON.PLA.D03.DSNY.02146,D03,QUCH,0.3,Quercus chapmanii Sarg.,20.7,DSNY,28.0967,-81.418579,151.3,32.44,26.7,0.17,0.965,1.686,11.02,3.28,3.31,0.411,0.086,166.3,35.8,5.6,22.4,65.6,1.27,51.02,vst_DSNY_2017,DSNY_001,NaN,51,12.9,241.2,NA,basePlot,28.09679,-81.418481,WGS84,17N,458890.483,3107995.078,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.4184812850403, 28.0967900133137)",458879.17864382744,3107988.863377604,NaN,0.8,0.9,0.5,small shrub,Standing dead,NA,cylinder,measured
NEON.PLA.D03.DSNY.02228,D03,QUGE2,1.1,Quercus geminata Small,19.5,DSNY,28.039641,-81.393323,284.6,29.06,31.06,0.239,1.255,1.594,13.44,3.41,3.99,0.562,0.08,159.4,33,4.7,20.3,58.1,1.18,50.84,vst_DSNY_2017,DSNY_005,4,33,14.7,297.5,NA,basePlot,28.039551,-81.393219,WGS84,17N,461351.713,3101646.018,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.393218570392, 28.0395512227076)",461338.6739407523,3101652.8057046146,NaN,1.4,1.1204405596029268,0.9064486380441801,sapling,Live,NA,NA,height
NEON.PLA.D03.DSNY.02429,D03,ILGL,0.5,Ilex glabra (L.) A. Gray,18.8,DSNY,28.099732,-81.399974,103.8,17.94,22.52,0.189,0.714,1.078,3.1,0.7,1.55,0.481,0.085,108.7,23.7,4.1,23.7,38.8,1.16,52.76,vst_DSNY_2017,DSNY_004,1,31,2.3,29.1,NA,basePlot,28.099646,-81.400075,WGS84,17N,460699.685,3108305.368,0.1,GeoXH 6000,0.11,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.4000749703392, 28.0996459278001)",460700.80357137497,3108307.3776761126,NaN,1.5,0.4,0.3,small shrub,Live,NA,cylinder,measured
NEON.PLA.D03.DSNY.03002Z,D03,MOCE2,3,Morella cerifera (L.) Small,19.8,DSNY,28.122132,-81.433949,121.1,38.54,21.39,0.172,0.863,1.868,4.9,1.19,1.73,0.548,0.125,73.8,72.3,5.1,31.6,49.5,1.83,52.1,vst_DSNY_2018,DSNY_042,NaN,49,6.5,121,NA,basePlot,28.122223,-81.434043,WGS84,17N,457371.807,3110817.919,0.1,GeoXH 6000,0.1,pastureHay,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-81.4340431123972, 28.1222234699094)",457377.37858745456,3110814.571252513,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.03003Z,D03,ILGL,2.1,Ilex glabra (L.) A. Gray,19.8,DSNY,28.122132,-81.433949,129.4,13.49,14.24,0.123,0.387,0.915,3.02,0.77,1.53,0.525,0.071,68.6,35,3.9,24.6,71.2,0.87,52.89,vst_DSNY_2018,DSNY_042,NaN,49,6.4,162.9,NA,basePlot,28.122223,-81.434043,WGS84,17N,457371.807,3110817.919,0.1,GeoXH 6000,0.1,pastureHay,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-81.4340431123972, 28.1222234699094)",457373.68885808147,3110811.8019247055,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.03004Z,D03,GAFR2,0.3,Gaylussacia frondosa (L.) Torr. & A. Gray ex Torr.,18.8,DSNY,28.099732,-81.399974,73.6,28.58,30.35,0.1975,1.6505,3.0035,4.88,1.09,1.7,0.9604999999999999,0.0895,147.6,44.2,6,73.25,60.3,1.2,52.58,vst_DSNY_2018,DSNY_004,NaN,49,10.6,151.9,NA,basePlot,28.099822,-81.400072,WGS84,17N,460700.008,3108324.899,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.4000723361845, 28.0998222426615)",460705.0007259409,3108315.5484552206,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.03006Z,D03,LYLU3,0.1,Lyonia lucida (Lam.) K. Koch,18.9,DSNY,28.074209,-81.425532,70.6,21.8,20.9,0.591,2.869,2.011,4.44,1.02,1.64,0.583,0.166,342.1,39.5,6.2,10.8,82.8,1.35,52.26,vst_DSNY_2018,DSNY_003,NaN,31,14.3,90,NA,basePlot,28.074115,-81.425628,WGS84,17N,458179.657,3105485.577,0.1,GeoXH 6000,0.1,woodyWetlands,bgc|cdw|cfc|dhp|hbp|sme|vst,"c(-81.4256277555824, 28.0741146473838)",458193.957,3105485.577,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D03.DSNY.03008Z,D03,QUMI2,0.1,Quercus minima (Sarg.) Small,19,DSNY,28.046662,-81.401888,182.7,22.52,23.59,0.188,0.94,2.955,10.42,2.88,3.2,0.745,0.145,194.8,43,2.9,25.8,68.9,1.03,49.72,vst_DSNY_2018,DSNY_008,NaN,51,2.3,255,NA,basePlot,28.046743,-81.401784,WGS84,17N,460512.5,3102445.404,0.1,GeoXH 6000,0.1,woodyWetlands,cdw|cfc|dhp|hbp|vst,"c(-81.401783603889, 28.0467425888411)",460510.27837059955,3102444.8087161966,NaN,NaN,NaN,NaN,NA,NA,NA,NA,height
NEON.PLA.D04.GUAN.00065,D04,GUOF,5.1,Guaiacum officinale L.,115.9,GUAN,17.968869,-66.867682,131.6,12.63,11.99,0.089,1.812,1.388,11.9,3.23,3.36,0.143,0.083,17.7,29.6,16.5,118.3,27,1.99,50.19,vst_GUAN_2016,GUAN_043,NaN,59,15.9,209.9,NA,basePlot,17.969048,-66.867671,WGS84,19N,725815.786,1988057.949,0.17,GeoXH 6000,0.2,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8676709339476, 17.9690484900194)",725807.8600449379,1988044.165341692,16.8,5.7749999999999995,6.310797865690416,5.017293134884087,NA,Live,NA,NA,height
NEON.PLA.D04.GUAN.00138,D04,PIAL3,5.5,Pisonia albida (Heimerl) Britton ex Standl.,115.9,GUAN,17.968869,-66.867682,81.2,31.38,18.37,0.203,2.44,1.012,17.94,5,5.43,0.429,0.112,6.2,31.2,2.1,37.1,24.8,3.81,50.75,vst_GUAN_2016,GUAN_043,NaN,59,5.8,154.3,NA,basePlot,17.969048,-66.867671,WGS84,19N,725815.786,1988057.949,0.17,GeoXH 6000,0.2,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8676709339476, 17.9690484900194)",725818.3012226906,1988052.7227532763,26.299999999999997,5.9,6.1883363817012125,4.516247857197964,multi-bole tree,"Live, insect damaged",NA,NA,height
NEON.PLA.D04.GUAN.01201,D04,PIAL3,2.8,Pisonia albida (Heimerl) Britton ex Standl.,124.8,GUAN,17.967743,-66.8643,85,20.55,19.8,0.10250000000000001,3.6715,2.208,12,3.16,4.12,1.0955,0.091,27.049999999999997,50.95,9.399999999999999,113.7,25.25,2.3,43.75,vst_GUAN_2016,GUAN_049,NaN,23,17.6,6.4,NA,basePlot,17.967564,-66.864305,WGS84,19N,726174.263,1987897.747,0.19,GeoXH 6000,0.2,evergreenForest,bbc|bgc|cdw|cfc|dhp|hbp|ltr|sme|vst,"c(-66.8643050327348, 17.9675642662984)",726176.2248532069,1987915.2373153772,13.5,4.9,5.384159131683878,3.8876176715205966,multi-bole tree,"Live, insect damaged",NA,NA,height
